URL,Title,Description,Base_url
https://techxplore.com/news/2024-07-eastern-religions-ethical-ai.html,Eastern religions join call for ethical AI,Sect leaders from major Eastern religions on Wednesday signed on to a Vatican-led code for AI ethics that also includes major tech companies at a ceremony in the Japanese city of Hiroshima.,https://techxplore.com/weekly-news/page1.html
https://techxplore.com/news/2024-07-scientists-camera-human-eye.html,Computer scientists develop new and improved camera inspired by the human eye,"A team led by University of Maryland computer scientists has invented a camera mechanism that improves how robots see and react to the world around them. Inspired by how the human eye works, their innovative camera system ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-portable-power-artificial-muscles-devices.html,Portable engine can power artificial muscles in assistive devices,Researchers have developed a lightweight fluidic engine to power muscle-mimicking soft robots for use in assistive devices. What sets the new engine apart is its ability to generate significant force without being tethered ...,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-robotic-aims-autonomy-people-mobility.html,Researchers' robotic system aims to improve autonomy for people with mobility issues,"As an undergraduate engineering student in Delhi, India, Amisha Bhaskar took a field trip to a facility for disabled war veterans and met a man who had lost both hands. When she asked him what technologies could improve his ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-thermal-energy-storage-phase-materials.html,Thermal energy storage and phase change materials could enhance home occupant safety during extreme weather,Bitter cold temperatures. Unrelenting heat. Power outages that last for weeks. National Renewable Energy Laboratory (NREL) researchers are planning for extreme weather by calculating what it will take to make the situation ...,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-software-slicing-large-format-3d.html,Updated software improves slicing for large-format 3D printing,"Researchers at the Department of Energy's Oak Ridge National Laboratory have developed the first additive manufacturing slicing computer application to simultaneously speed and simplify digital conversion of accurate, large-format ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-smooth-transitions-hydropower-workforce.html,A five-step plan to support smooth transitions in the hydropower workforce,A new resource is equipping hydropower organizations with tools that can facilitate seamless succession planning and promote robust knowledge sharing practices.,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-drivers-cars.html,How drivers and cars understand each other,Optimizing communication between vehicle and driver as a function of the degree of automation is the objective of a research project conducted by Fraunhofer in collaboration with other companies. The researchers are combining ...,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-viologen-redox-batteries-alternative-vanadium.html,Viologen redox flow batteries offer an alternative to vanadium,"A technology has been developed to replace the active material in large-capacity ESS ""redox flow batteries"" with a more affordable substance.",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-generation-digital-display-perovskite-emitting.html,Researchers demonstrate second-generation digital display with perovskite light-emitting diodes,"A team of microelectronic engineers affiliated with several institutions in China, working with a colleague from Sweden, has demonstrated a second-generation digital display screen that uses perovskite light-emitting diodes ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-ink-based-method-recipe-thermoelectric.html,New ink-based method offers best recipe yet for thermoelectric devices,"Power plants, factories, car engines—everything that consumes energy produces heat, much of which is wasted. Thermoelectric devices could capture this wasted heat and convert it into electricity, but their production has ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-sustainable-hydrogen-ammonia-production-emissions.html,'Nearly sustainable' hydrogen could cut ammonia production emissions by 95%,"Whether sustainably produced hydrogen needs to be 100% green is currently under debate. Using the production of ammonia and artificial fertilizer as examples, researchers have calculated that ""nearly sustainable"" hydrogen ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-survey-people-llms-chatgpt-memories.html,Survey shows most people think LLMs such as ChatGPT can experience feelings and memories,"Two-thirds of people surveyed think that artificial intelligence (AI) tools like ChatGPT have some degree of consciousness and can have subjective experiences such as feelings and memories, according to a new study from the ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-approach-routes-stronger-titanium-alloys.html,New design approach identifies routes to stronger titanium alloys,"Titanium alloys are essential structural materials for a wide variety of applications, from aerospace and energy infrastructure to biomedical equipment. But like most metals, optimizing their properties tends to involve a ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-employs-image-recognition-ai-battery.html,Study employs image-recognition AI to determine battery composition and conditions,An international collaborative research team has developed an image recognition technology that can accurately determine the elemental composition and the number of charge and discharge cycles of a battery by examining only ...,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-meta-ai.html,Meta releases four new publicly available AI models for developer use,A team of AI researchers at Meta's Fundamental AI Research team are making four new AI models publicly available to researchers and developers creating new applications. The team has posted a paper on the arXiv preprint server ...,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-lab-world-anode-free-sodium.html,Lab creates world's first anode-free sodium solid-state battery,UChicago Pritzker Molecular Engineering Prof. Y. Shirley Meng's Laboratory for Energy Storage and Conversion has created the world's first anode-free sodium solid-state battery.,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-source-software-quantum-cryptography-greater.html,New open-source software for quantum cryptography is greater than the sum of its parts,"Accurate models of real-world scenarios are important for bringing theoretical and experimental research together in meaningful ways. Creating these realistic computer models, however, is a very large undertaking. Significant ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-youre-funny-chatgpt-funnier.html,Think you're funny? ChatGPT might be funnier,A study comparing jokes by people versus those told by ChatGPT shows that humans need to work on their material.,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-3d-stretchable-electronic-possibilities-wearable.html,Novel 3D stretchable electronic strip could spark new possibilities for wearable e-textiles,Researchers have developed a novel 3D stretchable electronic strip which is expected to open up a range of new possibilities in wearable electronic textiles.,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-plastics-recycling.html,How to increase the rate of plastics recycling,"While recycling systems and bottle deposits have become increasingly widespread in the U.S., actual rates of recycling are ""abysmal,"" according to a team of MIT researchers who studied the rates for recycling of PET, the ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-generative-ai-meta-google-feign.html,"'Open-washing' generative AI: How Meta, Google and others feign openness","The past year has seen a steep rise in generative AI systems that claim to be open. But how open are they really? New research shows there's widespread practice of ""open-washing"" by companies like Meta and Google: claiming ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-cool-roofs-outperform-green-urban.html,Cool roofs outperform green roofs in urban climate modeling study,"Painting roofs white or covering them with a reflective coating would be more effective at cooling cities like London than vegetation-covered ""green roofs,"" street-level vegetation or solar panels, finds a new study led by ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-japan-deploys-humanoid-robot-railway.html,Japan deploys humanoid robot for railway maintenance,It resembles a malevolent robot from 1980s sci-fi but West Japan Railway's new humanoid employee was designed with nothing more sinister than a spot of painting and gardening in mind.,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-lg-battery-breakthrough-eluded-tesla.html,LG sees battery breakthrough by 2028 that has eluded Tesla,"LG Energy Solution Ltd. is aiming to commercialize what's been described as a game-changing, battery-making technology by 2028, opening a path for the Korean cell manufacturer to become more competitive with Chinese rivals.",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-bay-area-tech-layoff-totals.html,Bay Area tech layoff totals jump to worst pace in more than a year,"Bay Area tech layoffs jumped during the last three months and soared to their highest quarterly totals in over a year, an ominous sign the crucial sector's wrenching cutbacks have yet to run their course.",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-amazon-secret-cloud-australia-spies.html,Amazon to build 'top secret' cloud for Australia's spies,"Top-secret Australian military intelligence will be stored on a custom cloud server built by US tech giant Amazon, Canberra said Thursday as it unveiled the US$1.3 billion deal.",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-china-byd-ev-thailand-slowdown.html,"China's BYD opens EV plant in Thailand despite slowdown, tariff row","China's electric vehicle giant BYD opened a factory in Thailand on Thursday, continuing its international expansion despite a market slowdown and hours before the European Union was due to impose swingeing tariffs on Chinese ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-nuclear-power-advantage-average-price.html,"Nuclear power has an advantage not reflected in its average price. It's price stability, and for some users that matters",Much of the debate about nuclear power in the month since the Coalition announced its plan to install reactors in seven states has been about cost.,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-contaminant-tolerant-catalyst-capture-carbon.html,New contaminant-tolerant catalyst could help capture carbon directly from smokestacks,A newly designed catalyst created by University of Toronto Engineering researchers efficiently converts captured carbon into valuable products—even in the presence of a contaminant that degrades the performance of current ...,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-electrolyte-boosts-lithium-metal-battery.html,New electrolyte design boosts lithium metal battery range while minimizing fluorine content,A new electrolyte design for lithium metal batteries could significantly boost the range of electric vehicles. Researchers at ETH Zurich have radically reduced the amount of environmentally harmful fluorine required to stabilize ...,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-brain-artificial-dendritic-neural-circuit.html,A new brain-inspired artificial dendritic neural circuit,"Following the rapid advancement of artificial intelligence (AI) tools, engineers worldwide have been working on new architectures and hardware components that replicate the organization and functions of the human brain.",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-adding-audio-robots-job.html,Adding audio data when training robots helps them do a better job,A combined team of roboticists from Stanford University and the Toyota Research Institute has found that adding audio data to visual data when training robots helps to improve their learning skills. The team has posted their ...,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-ai-major-world-energy.html,Is AI a major drain on the world's energy supply?,"When Google announced this week that its climate emissions had risen by 48 percent since 2019, it pointed the finger at artificial intelligence.",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-smart-solar-powered-freezer-truck.html,Novel smart solar-powered freezer truck unveiled in Hong Kong,"The transport sector is a significant contributor to greenhouse gas emissions in Hong Kong, accounting for 19% of total emissions. Supporting the development of green transport can help reduce air pollutant emissions. The ...",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-amazon-secret-billion-cloud-australia.html,Why is Amazon building a 'top secret' $2 billion cloud for Australia's military intelligence?,Amazon has secured a A$2 billion contract with the Australian Signals Directorate—the agency responsible for foreign signals intelligence and information security. A local subsidiary of Amazon Web Services will build a ...,https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-cybercrime-groups-major-takedowns-experts.html,Cybercrime groups restructuring after major takedowns: Experts,"Cybercrime gangs are looking to rebuild with new tactics after global police operations this year made a huge dent in their activities, experts have told AFP.",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-07-green-flag-power-nascar-unveils.html,A green flag for clean power: NASCAR unveils its first electric racecar,"Part of the experience of a NASCAR race is hearing the engine roar, the rumble of each car's approach and the zip when it whizzes past at more than 150 mph.",https://techxplore.com/weekly-news/page2.html
https://techxplore.com/news/2024-06-loophole-spying-internet-users-websites.html,New security loophole allows spying on internet users visiting websites and watching videos,"Internet users leave many traces on websites and online services. Measures such as firewalls, VPN connections and browser privacy modes are in place to ensure a certain level of data protection. However, a newly discovered ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-ai-path-power-outages.html,Researchers engineer AI path to prevent power outages,University of Texas at Dallas researchers have developed an artificial intelligence (AI) model that could help electrical grids prevent power outages by automatically rerouting electricity in milliseconds.,https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-real-neurons-ai.html,New computational model of real neurons could lead to better AI,Nearly all the neural networks that power modern artificial intelligence tools such as ChatGPT are based on a 1960s-era computational model of a living neuron. A new model developed at the Flatiron Institute's Center for ...,https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-atom-thin-graphene-membranes-carbon.html,Atom-thin graphene membranes make carbon capture more efficient,"Scientists at EPFL have developed advanced atom-thin graphene membranes with pyridinic-nitrogen at pore edges, showing unprecedented performance in CO2 capture. It marks a significant stride toward more efficient carbon capture ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-carmen-robot-people-mild-cognitive.html,"Meet CARMEN, a robot that helps people with mild cognitive impairment","Meet CARMEN, short for Cognitively Assistive Robot for Motivation and Neurorehabilitation—a small, tabletop robot designed to help people with mild cognitive impairment (MCI) learn skills to improve memory, attention, and ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-commercially-viable-safe-gel-electrolyte.html,Researchers develop a commercially viable and safe gel electrolyte for lithium batteries,"Professor Soojin Park, Seoha Nam, a Ph.D. candidate, and Dr. Hye Bin Son from the Department of Chemistry at Pohang University of Science and Technology (POSTECH) have achieved a breakthrough in creating a gel electrolyte-based ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-required-3d-method-multi-materials.html,No assembly required: Innovative 3D printing method streamlines multi-materials manufacturing,"University of Missouri researchers have developed a way to create complex devices with multiple materials—including plastics, metals and semiconductors—all with a single machine.",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-experts-millions-users-malware-infected.html,Security experts find millions of users running malware infected extensions from Google Chrome Web Store,"A trio of security experts at Stanford University has found that millions of people are running an infected version of Chrome web browser due to extensions installed from the Google Chrome Web Store (GCWS). Sheryl Hsu, Manda ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-technique-aims-ai-socially-biased.html,Researchers develop new training technique that aims to make AI systems less socially biased,"An Oregon State University doctoral student and researchers at Adobe have created a new, cost-effective training technique for artificial intelligence systems that aims to make them less socially biased.",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-yttrium-doping-strategy-2d-transistors.html,New yttrium-doping strategy enhances 2D transistors,"Electronics engineers and materials scientists have been trying to identify materials that could help to boost the performance of electronics further, overcoming the inherent limitations of silicon-based transistors. Two-dimensional ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-matrix-unloaded-graphics-processor-boosted.html,Matrix unloaded: Graphics processor-boosted solvers for diffusion physics,"Underlying all complex multiphysics simulations are even more complex mathematical algorithms that solve the equations describing movement of physical phenomena—for instance, the radiation diffusion and burning plasma processes ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-skin-tissue-grants-robots-special.html,Engineered skin tissue grants robots special properties and abilities,"Researchers have found a way to bind engineered skin tissue to the complex forms of humanoid robots. This brings with it potential benefits to robotic platforms such as increased mobility, self-healing abilities, embedded ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-cyberslug-cyberoctopus-ai-explores-novelty.html,"From 'CyberSlug' to 'CyberOctopus': New AI explores, remembers, seeks novelty, overcomes obstacles","By giving artificial intelligence simple associative learning rules based on the brain circuits that allow a sea slug to forage—and augmenting it with better episodic memory, like that of an octopus—scientists have built ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-blockchain-technology-child-labor-global.html,How blockchain technology could help to prevent child labor in global supply chains,"How would you feel if the phone in your pocket or the chocolate treat you just enjoyed was made using child labor? The idea might appall you, but the truth is that child labor is lurking behind the manufacture of familiar ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-sony-ai-generate-high-quality.html,Sony introduces AI for single-instrument accompaniment generation in music production,"In recent decades, many engineers have started developing artificial intelligence (AI)-based tools that can support the work of creative professionals, speeding up or enhancing the production of different types of content. ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-mechanical-kirigami-cubes-electronics.html,"Mechanical computer relies on kirigami cubes, not electronics","North Carolina State University researchers have developed a kirigami-inspired mechanical computer that uses a complex structure of rigid, interconnected polymer cubes to store, retrieve and erase data without relying on ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-convolutional-optical-neural-networks-herald.html,Convolutional optical neural networks herald a new era for AI imaging,"Convolutional neural networks (CNNs), with their exceptional image recognition capabilities, have performed outstandingly in the field of AI and notably within platforms like ChatGPT. Recently, a team of Chinese researchers ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-3d-flat-surface.html,Creating 3D shapes from a flat surface using LEDs,"A team of South Korean researchers has developed an innovative haptic (tactile) display technology that is attracting global attention. This innovation allows users to physically experience 3D shapes and various textures, ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-software-ai-language-matrix-multiplication.html,Software engineers develop a way to run AI language models without matrix multiplication,"A team of software engineers at the University of California, working with one colleague from Soochow University and another from LuxiTec, has developed a way to run AI language models without using matrix multiplication. ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-waymo-robotaxi-san-francisco.html,Waymo robotaxi service opens to all in San Francisco,The Google-owned Waymo robotaxi service on Tuesday became available to anyone in San Francisco interested in hailing a driverless ride.,https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-platform-brain.html,Researchers propose the next platform for brain-inspired computing,"Computers have come so far in terms of their power and potential, rivaling and even eclipsing human brains in their ability to store and crunch data, make predictions and communicate. But there is one domain where human brains ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-robotic-tactile-fingertips-dexterity-feat.html,Robotic hand with tactile fingertips achieves new dexterity feat,Improving the dexterity of robot hands could have significant implications for automating tasks such as handling goods for supermarkets or sorting through waste for recycling.,https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-common-plastics-passively-cool-seasons.html,Research shows how common plastics could passively cool and heat buildings with the seasons,Researchers at Princeton and UCLA have developed a passive mechanism to cool buildings in the summer and warm them in the winter.,https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-solar-cells-reality.html,'Self-healing' solar cells could become reality,"Solar cells of the future could be able to withstand corrosive susceptibility by ""self-healing,"" in a break-through the scientific community has long been pursuing.",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-chatgpt-key-deepfakes-llms-ai.html,Is ChatGPT the key to stopping deepfakes? Study asks LLMs to spot AI-generated images,"When most people think of artificial intelligence, they're probably thinking of—and worrying about—ChatGPT and deepfakes. AI-generated text and images dominate our social media feeds and the other websites we visit, sometimes ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-artificial-maple-seeds-environment-hard.html,Light-controlled artificial maple seeds could monitor the environment even in hard-to-reach locations,"Researchers from Tampere University, Finland, and the University of Pittsburgh, U.S., have developed a tiny robot replicating the aerial dance of falling maple seeds. In the future, this robot could be used for real-time ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-successfully-domestic-6g-antenna.html,Researchers successfully develop domestic 6G antenna measurement system,"In April 2019, South Korea ambitiously launched the world's first 5G mobile communication service. While 5G in the 3.5 GHz band was commercialized, the communication quality did not meet consumer expectations. The installation ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-sustainable-cooling-southeast-asia-ground.html,Creating sustainable cooling in southeast Asia using ground source heat pump systems,"As energy and environmental crises rampage, sustainable solutions like ground source heat pump (GSHP) systems gain traction. GSHP systems use consistent geothermal energy below the earth's surface to provide heating and cooling ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-real-3d-temperature-nuclear-microreactors.html,Real-time modeling of 3D temperature distributions within nuclear microreactors to improve safety systems,"A real-time, 3D temperature map of the inside of a nuclear microreactor for improved safety monitoring was reconstructed using a newly-established theoretical foundation to evaluate basis functions, which can be combined ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-fastest-algorithm.html,Researchers develop the fastest possible flow algorithm,In a breakthrough that brings to mind Lucky Luke—the man who shoots faster than his shadow—Rasmus Kyng and his team have developed a superfast algorithm that looks set to transform an entire field of research.,https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-video-game-depict-climate-impacts.html,Video game designers battle to depict climate impacts,Game designer Sam Alfred is keenly aware of the challenge he faces in trying to build a video game with climate change at its heart.,https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-states-differ-widely-requirements-young.html,"States differ widely in requirements for young driver training, research shows","Motor vehicle crashes are a leading cause of death and injury for U.S. teens, and driver error is one of the main reasons for those crashes. Young driver training before granting them licenses can help lower crash rates, ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-3d-strategy-gradients-porous.html,Researchers develop novel 3D printing strategy with controllable gradients porous structures,"Material extrusion 3D printing technology is widely utilized in biofabrication/bioprinting, tissue engineering, flexible electronics, and soft robotics. However, the fixed printing parameters and constant filament diameter ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-young-people-careers.html,Young people hate making phone calls—could it be hurting their careers?,"Ironically, younger generations are using smartphones for anything but actual phone calls.",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-eu-shein-temu-consumer.html,"EU questions Shein, Temu over consumer protection","The EU on Friday demanded wildly popular shopping platforms Shein and Temu explain what action they are taking to protect consumers, including children.",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-entire-web-cybersecurity-threat-lurking.html,We analyzed the entire web and found a cybersecurity threat lurking in plain sight,"Our latest research has found that clickable links on websites can often be redirected to malicious destinations. We call these ""hijackable hyperlinks"" and have found them by the millions across the whole of the web, including ...",https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-amazon-perplexity-ai-improperly-online.html,Amazon is reviewing whether Perplexity AI improperly scraped online content,Amazon is reviewing claims that the artificial intelligence startup Perplexity AI is scraping content—including from prominent news sites—without approval.,https://techxplore.com/weekly-news/page3.html
https://techxplore.com/news/2024-06-recycle-dissolvable-textiles-gelatin.html,"Wear it, then recycle: Designers make dissolvable textiles from gelatin","Introducing the fashion of the future: A T-shirt that you can wear a few times, then, when you get bored with it, dissolve and recycle to make a new shirt.",https://techxplore.com/weekly-news/page4.html
